3, 于三, 白嫖, 47, 丁九, -1
75, 雷九, 打电话, 73, 陆九, 1
21, 彭五, 打, 21, 彭五, -1
68, 汪三, 白嫖, 2, 蔡九, -1
85, 汪九, 点赞, 80, 陈六, 1
57, 张六, 欺骗, 6, 侯五, -1
48, 卢五, 充电, 94, 薛七, 1
23, 梁大, 要挟, 7, 叶大, -1
71, 方六, 送礼物, 54, 谢六, 1
74, 廖二, 打电话, 16, 龙四, 1
66, 万九, 欺骗, 43, 周九, -1
65, 武四, 要挟, 44, 武六, -1
95, 毛六, 点赞, 94, 薛七, 1
50, 罗二, 欺骗, 8, 段七, -1
23, 梁大, 投币, 70, 戴五, 1
82, 范七, 骂, 12, 陈七, -1
62, 郝七, 白嫖, 42, 卢三, -1
23, 梁大, 骂, 46, 方七, -1
93, 韩大, 欺骗, 95, 毛六, -1
100, 吕二, 赞美, 59, 秦五, 1
70, 戴五, 送礼物, 64, 唐二, 1
55, 史五, 帮助, 42, 卢三, 1
60, 方三, 欺骗, 15, 何二, -1
15, 何二, 点赞, 14, 郭七, 1
13, 萧二, 骂, 23, 梁大, -1
28, 姚七, 打, 15, 何二, -1
2, 蔡九, 要挟, 65, 武四, -1
17, 施九, 点赞, 7, 叶大, 1
20, 方四, 要挟, 36, 施九, -1
86, 魏六, 白嫖, 91, 康八, -1
58, 彭二, 赞美, 95, 毛六, 1
88, 孔大, 欺骗, 97, 陈二, -1
50, 罗二, 打电话, 100, 吕二, 1
61, 郝二, 充电, 76, 余大, 1
39, 邵二, 打电话, 90, 王七, 1
58, 彭二, 欺骗, 38, 董七, -1
67, 牛七, 送礼物, 60, 方三, 1
83, 程四, 打, 38, 董七, -1
89, 谭三, 帮助, 14, 郭七, 1
31, 白九, 赞美, 99, 吕五, 1
72, 冯四, 投币, 45, 许八, 1
96, 卢三, 帮助, 37, 田四, 1
83, 程四, 送礼物, 53, 潘五, 1
52, 张大, 赞美, 87, 汪二, 1
6, 侯五, 欺骗, 23, 梁大, -1
43, 周九, 点赞, 32, 龙九, 1
94, 薛七, 赞美, 85, 汪九, 1
80, 陈六, 骂, 57, 张六, -1
41, 蒋七, 送礼物, 61, 郝二, 1
90, 王七, 点赞, 68, 汪三, 1
1, 萧七, 投币, 94, 薛七, 1
13, 萧二, 赞美, 23, 梁大, 1
73, 陆九, 欺骗, 35, 贾二, -1
46, 方七, 帮助, 54, 谢六, 1
84, 陆九, 赞美, 1, 萧七, 1
91, 康八, 要挟, 60, 方三, -1
36, 施九, 送礼物, 81, 姚六, 1
2, 蔡九, 送礼物, 34, 卢七, 1
6, 侯五, 欺骗, 7, 叶大, -1
12, 陈七, 投币, 7, 叶大, 1
4, 阎五, 白嫖, 33, 贺九, -1
34, 卢七, 打, 77, 阎四, -1
40, 曹八, 投币, 85, 汪九, 1
15, 何二, 点赞, 8, 段七, 1
79, 范大, 赞美, 77, 阎四, 1
7, 叶大, 充电, 8, 段七, 1
73, 陆九, 欺骗, 52, 张大, -1
22, 尹五, 帮助, 87, 汪二, 1
59, 秦五, 打, 59, 秦五, -1
92, 石七, 送礼物, 44, 武六, 1
47, 丁九, 欺骗, 90, 王七, -1
95, 毛六, 充电, 74, 廖二, 1
80, 陈六, 帮助, 20, 方四, 1
50, 罗二, 打, 62, 郝七, -1
92, 石七, 送礼物, 19, 侯四, 1
34, 卢七, 骂, 18, 牛九, -1
65, 武四, 骂, 31, 白九, -1
83, 程四, 点赞, 63, 洪三, 1
4, 阎五, 打电话, 100, 吕二, 1
22, 尹五, 赞美, 64, 唐二, 1
35, 贾二, 点赞, 31, 白九, 1
52, 张大, 打电话, 90, 王七, 1
82, 范七, 赞美, 39, 邵二, 1
12, 陈七, 骂, 7, 叶大, -1
17, 施九, 赞美, 20, 方四, 1
11, 陈八, 投币, 25, 苏八, 1
83, 程四, 送礼物, 34, 卢七, 1
10, 任二, 白嫖, 83, 程四, -1
46, 方七, 充电, 74, 廖二, 1
73, 陆九, 投币, 45, 许八, 1
18, 牛九, 打电话, 27, 牛三, 1
95, 毛六, 送礼物, 94, 薛七, 1
25, 苏八, 骂, 47, 丁九, -1
15, 何二, 帮助, 92, 石七, 1
81, 姚六, 赞美, 62, 郝七, 1
4, 阎五, 要挟, 64, 唐二, -1
63, 洪三, 赞美, 100, 吕二, 1
73, 陆九, 赞美, 50, 罗二, 1
86, 魏六, 白嫖, 46, 方七, -1
90, 王七, 投币, 97, 陈二, 1
92, 石七, 点赞, 87, 汪二, 1
68, 汪三, 投币, 92, 石七, 1
84, 陆九, 赞美, 77, 阎四, 1
4, 阎五, 帮助, 4, 阎五, 1
43, 周九, 打, 2, 蔡九, -1
21, 彭五, 赞美, 99, 吕五, 1
97, 陈二, 帮助, 12, 陈七, 1
79, 范大, 欺骗, 7, 叶大, -1
42, 卢三, 要挟, 18, 牛九, -1
57, 张六, 点赞, 82, 范七, 1
93, 韩大, 打电话, 85, 汪九, 1
96, 卢三, 投币, 42, 卢三, 1
33, 贺九, 投币, 96, 卢三, 1
41, 蒋七, 送礼物, 7, 叶大, 1
16, 龙四, 骂, 96, 卢三, -1
14, 郭七, 充电, 31, 白九, 1
60, 方三, 白嫖, 23, 梁大, -1
6, 侯五, 白嫖, 13, 萧二, -1
39, 邵二, 白嫖, 33, 贺九, -1
40, 曹八, 点赞, 50, 罗二, 1
60, 方三, 骂, 91, 康八, -1
86, 魏六, 赞美, 49, 贺五, 1
76, 余大, 打电话, 76, 余大, 1
76, 余大, 打, 20, 方四, -1
72, 冯四, 帮助, 53, 潘五, 1
78, 段七, 白嫖, 57, 张六, -1
57, 张六, 打, 65, 武四, -1
65, 武四, 骂, 47, 丁九, -1
49, 贺五, 打, 18, 牛九, -1
47, 丁九, 赞美, 26, 姜六, 1
76, 余大, 欺骗, 11, 陈八, -1
96, 卢三, 打, 24, 丁三, -1
22, 尹五, 要挟, 10, 任二, -1
78, 段七, 帮助, 99, 吕五, 1
65, 武四, 送礼物, 30, 贾六, 1
65, 武四, 骂, 19, 侯四, -1
84, 陆九, 骂, 54, 谢六, -1
32, 龙九, 欺骗, 9, 袁七, -1
32, 龙九, 打, 22, 尹五, -1
14, 郭七, 打电话, 62, 郝七, 1
59, 秦五, 点赞, 84, 陆九, 1
16, 龙四, 欺骗, 8, 段七, -1
88, 孔大, 打电话, 51, 洪九, 1
40, 曹八, 赞美, 85, 汪九, 1
71, 方六, 帮助, 88, 孔大, 1
18, 牛九, 要挟, 50, 罗二, -1
83, 程四, 欺骗, 22, 尹五, -1
90, 王七, 打, 5, 徐三, -1
10, 任二, 白嫖, 14, 郭七, -1
37, 田四, 欺骗, 12, 陈七, -1
59, 秦五, 充电, 1, 萧七, 1
87, 汪二, 送礼物, 22, 尹五, 1
82, 范七, 白嫖, 12, 陈七, -1
100, 吕二, 要挟, 54, 谢六, -1
46, 方七, 要挟, 35, 贾二, -1
3, 于三, 充电, 97, 陈二, 1
84, 陆九, 要挟, 60, 方三, -1
52, 张大, 欺骗, 9, 袁七, -1
95, 毛六, 点赞, 39, 邵二, 1
78, 段七, 白嫖, 97, 陈二, -1
5, 徐三, 白嫖, 67, 牛七, -1
34, 卢七, 打, 71, 方六, -1
76, 余大, 打, 50, 罗二, -1
24, 丁三, 白嫖, 40, 曹八, -1
24, 丁三, 投币, 41, 蒋七, 1
4, 阎五, 赞美, 61, 郝二, 1
45, 许八, 白嫖, 54, 谢六, -1
16, 龙四, 欺骗, 86, 魏六, -1
94, 薛七, 送礼物, 56, 蔡四, 1
32, 龙九, 帮助, 4, 阎五, 1
74, 廖二, 打电话, 41, 蒋七, 1
94, 薛七, 投币, 72, 冯四, 1
21, 彭五, 赞美, 48, 卢五, 1
62, 郝七, 投币, 47, 丁九, 1
84, 陆九, 赞美, 54, 谢六, 1
5, 徐三, 赞美, 86, 魏六, 1
70, 戴五, 骂, 28, 姚七, -1
29, 田八, 帮助, 25, 苏八, 1
66, 万九, 赞美, 81, 姚六, 1
35, 贾二, 打电话, 90, 王七, 1
38, 董七, 充电, 78, 段七, 1
87, 汪二, 帮助, 18, 牛九, 1
5, 徐三, 白嫖, 67, 牛七, -1
44, 武六, 充电, 6, 侯五, 1
17, 施九, 投币, 6, 侯五, 1
38, 董七, 帮助, 15, 何二, 1
95, 毛六, 欺骗, 74, 廖二, -1
46, 方七, 帮助, 99, 吕五, 1
14, 郭七, 投币, 9, 袁七, 1
97, 陈二, 送礼物, 83, 程四, 1
31, 白九, 骂, 94, 薛七, -1
53, 潘五, 欺骗, 59, 秦五, -1
71, 方六, 白嫖, 6, 侯五, -1
55, 史五, 打电话, 64, 唐二, 1
57, 张六, 投币, 23, 梁大, 1
95, 毛六, 充电, 8, 段七, 1
74, 廖二, 骂, 3, 于三, -1
3, 于三, 帮助, 40, 曹八, 1
14, 郭七, 骂, 83, 程四, -1
58, 彭二, 点赞, 75, 雷九, 1
80, 陈六, 投币, 73, 陆九, 1
53, 潘五, 赞美, 88, 孔大, 1
36, 施九, 赞美, 24, 丁三, 1
24, 丁三, 帮助, 79, 范大, 1
84, 陆九, 帮助, 5, 徐三, 1
28, 姚七, 充电, 95, 毛六, 1
39, 邵二, 帮助, 8, 段七, 1
5, 徐三, 打电话, 13, 萧二, 1
57, 张六, 点赞, 65, 武四, 1
57, 张六, 充电, 12, 陈七, 1
92, 石七, 送礼物, 38, 董七, 1
14, 郭七, 白嫖, 56, 蔡四, -1
73, 陆九, 帮助, 95, 毛六, 1
20, 方四, 打电话, 75, 雷九, 1
27, 牛三, 充电, 54, 谢六, 1
35, 贾二, 打, 61, 郝二, -1
83, 程四, 赞美, 22, 尹五, 1
98, 万大, 点赞, 76, 余大, 1
69, 孟四, 赞美, 48, 卢五, 1
51, 洪九, 白嫖, 31, 白九, -1
67, 牛七, 欺骗, 82, 范七, -1
71, 方六, 打电话, 53, 潘五, 1
40, 曹八, 骂, 70, 戴五, -1
17, 施九, 投币, 58, 彭二, 1
10, 任二, 打电话, 69, 孟四, 1
43, 周九, 白嫖, 92, 石七, -1
19, 侯四, 送礼物, 22, 尹五, 1
49, 贺五, 打, 40, 曹八, -1
70, 戴五, 打电话, 16, 龙四, 1
17, 施九, 送礼物, 45, 许八, 1
84, 陆九, 送礼物, 95, 毛六, 1
93, 韩大, 点赞, 28, 姚七, 1
27, 牛三, 充电, 33, 贺九, 1
33, 贺九, 送礼物, 91, 康八, 1
47, 丁九, 充电, 33, 贺九, 1
15, 何二, 点赞, 22, 尹五, 1
8, 段七, 白嫖, 66, 万九, -1
23, 梁大, 打, 84, 陆九, -1
97, 陈二, 充电, 22, 尹五, 1
88, 孔大, 打电话, 9, 袁七, 1
36, 施九, 送礼物, 57, 张六, 1
92, 石七, 打电话, 79, 范大, 1
42, 卢三, 要挟, 92, 石七, -1
33, 贺九, 白嫖, 47, 丁九, -1
76, 余大, 充电, 10, 任二, 1
21, 彭五, 打, 94, 薛七, -1
97, 陈二, 白嫖, 12, 陈七, -1
18, 牛九, 帮助, 70, 戴五, 1
36, 施九, 骂, 7, 叶大, -1
19, 侯四, 白嫖, 50, 罗二, -1
14, 郭七, 打电话, 83, 程四, 1
61, 郝二, 要挟, 24, 丁三, -1
100, 吕二, 打, 79, 范大, -1
52, 张大, 骂, 84, 陆九, -1
10, 任二, 点赞, 73, 陆九, 1
4, 阎五, 打, 41, 蒋七, -1
69, 孟四, 打, 19, 侯四, -1
25, 苏八, 欺骗, 13, 萧二, -1
55, 史五, 骂, 56, 蔡四, -1
19, 侯四, 骂, 100, 吕二, -1
70, 戴五, 帮助, 93, 韩大, 1
30, 贾六, 帮助, 10, 任二, 1
8, 段七, 帮助, 54, 谢六, 1
45, 许八, 要挟, 97, 陈二, -1
13, 萧二, 充电, 92, 石七, 1
57, 张六, 投币, 68, 汪三, 1
74, 廖二, 要挟, 62, 郝七, -1
32, 龙九, 帮助, 87, 汪二, 1
19, 侯四, 送礼物, 84, 陆九, 1
86, 魏六, 赞美, 64, 唐二, 1
14, 郭七, 送礼物, 13, 萧二, 1
51, 洪九, 投币, 75, 雷九, 1
42, 卢三, 白嫖, 78, 段七, -1
4, 阎五, 点赞, 76, 余大, 1
90, 王七, 要挟, 72, 冯四, -1
86, 魏六, 打, 7, 叶大, -1
3, 于三, 充电, 63, 洪三, 1
19, 侯四, 欺骗, 55, 史五, -1
10, 任二, 帮助, 41, 蒋七, 1
56, 蔡四, 帮助, 91, 康八, 1
99, 吕五, 白嫖, 51, 洪九, -1
32, 龙九, 点赞, 43, 周九, 1
44, 武六, 要挟, 57, 张六, -1
67, 牛七, 送礼物, 54, 谢六, 1
25, 苏八, 打电话, 47, 丁九, 1
51, 洪九, 点赞, 83, 程四, 1
30, 贾六, 打电话, 21, 彭五, 1
34, 卢七, 欺骗, 13, 萧二, -1
71, 方六, 充电, 87, 汪二, 1
3, 于三, 投币, 89, 谭三, 1
62, 郝七, 帮助, 1, 萧七, 1
34, 卢七, 充电, 71, 方六, 1
25, 苏八, 帮助, 98, 万大, 1
99, 吕五, 要挟, 56, 蔡四, -1
37, 田四, 骂, 33, 贺九, -1
19, 侯四, 点赞, 17, 施九, 1
24, 丁三, 投币, 2, 蔡九, 1
65, 武四, 骂, 5, 徐三, -1
60, 方三, 帮助, 62, 郝七, 1
36, 施九, 送礼物, 22, 尹五, 1
83, 程四, 帮助, 62, 郝七, 1
57, 张六, 帮助, 22, 尹五, 1
26, 姜六, 点赞, 20, 方四, 1
90, 王七, 充电, 8, 段七, 1
22, 尹五, 投币, 49, 贺五, 1
38, 董七, 送礼物, 56, 蔡四, 1
11, 陈八, 欺骗, 14, 郭七, -1
26, 姜六, 打, 27, 牛三, -1
57, 张六, 帮助, 24, 丁三, 1
49, 贺五, 帮助, 69, 孟四, 1
10, 任二, 送礼物, 37, 田四, 1
39, 邵二, 送礼物, 8, 段七, 1
71, 方六, 要挟, 39, 邵二, -1
57, 张六, 充电, 9, 袁七, 1
7, 叶大, 要挟, 55, 史五, -1
49, 贺五, 充电, 70, 戴五, 1
49, 贺五, 充电, 55, 史五, 1
46, 方七, 赞美, 42, 卢三, 1
87, 汪二, 赞美, 90, 王七, 1
32, 龙九, 投币, 98, 万大, 1
92, 石七, 投币, 66, 万九, 1
76, 余大, 欺骗, 76, 余大, -1
47, 丁九, 骂, 11, 陈八, -1
100, 吕二, 欺骗, 86, 魏六, -1
53, 潘五, 充电, 57, 张六, 1
92, 石七, 帮助, 77, 阎四, 1
81, 姚六, 欺骗, 47, 丁九, -1
94, 薛七, 骂, 49, 贺五, -1
29, 田八, 打, 59, 秦五, -1
98, 万大, 赞美, 47, 丁九, 1
63, 洪三, 要挟, 77, 阎四, -1
90, 王七, 点赞, 78, 段七, 1
72, 冯四, 帮助, 95, 毛六, 1
64, 唐二, 充电, 79, 范大, 1
83, 程四, 帮助, 79, 范大, 1
10, 任二, 打电话, 10, 任二, 1
10, 任二, 打电话, 35, 贾二, 1
66, 万九, 打电话, 88, 孔大, 1
46, 方七, 帮助, 16, 龙四, 1
6, 侯五, 充电, 64, 唐二, 1
33, 贺九, 投币, 9, 袁七, 1
58, 彭二, 送礼物, 4, 阎五, 1
12, 陈七, 赞美, 75, 雷九, 1
3, 于三, 要挟, 80, 陈六, -1
95, 毛六, 要挟, 30, 贾六, -1
43, 周九, 白嫖, 90, 王七, -1
33, 贺九, 白嫖, 15, 何二, -1
73, 陆九, 欺骗, 61, 郝二, -1
72, 冯四, 点赞, 89, 谭三, 1
74, 廖二, 白嫖, 27, 牛三, -1
76, 余大, 骂, 46, 方七, -1
21, 彭五, 赞美, 15, 何二, 1
1, 萧七, 打电话, 89, 谭三, 1
31, 白九, 白嫖, 96, 卢三, -1
97, 陈二, 骂, 90, 王七, -1
34, 卢七, 投币, 48, 卢五, 1
47, 丁九, 投币, 83, 程四, 1
34, 卢七, 骂, 36, 施九, -1
7, 叶大, 打电话, 82, 范七, 1
100, 吕二, 充电, 38, 董七, 1
33, 贺九, 送礼物, 23, 梁大, 1
90, 王七, 骂, 52, 张大, -1
34, 卢七, 骂, 60, 方三, -1
83, 程四, 投币, 30, 贾六, 1
37, 田四, 送礼物, 18, 牛九, 1
49, 贺五, 打, 67, 牛七, -1
30, 贾六, 打, 16, 龙四, -1
5, 徐三, 投币, 18, 牛九, 1
70, 戴五, 打电话, 57, 张六, 1
58, 彭二, 帮助, 70, 戴五, 1
56, 蔡四, 赞美, 8, 段七, 1
